date,state,crop_name,category,farm_price_rm,wholesale_price_rm,retail_price_rm
2025-10-27,Johor,Kacang Panjang,Sayur,5.39,6.81,8.4
2025-10-27,Johor,Terung,Sayur,5.29,6.6,7.88
2025-10-27,Johor,Bayam,Sayur,3.26,4.2,5.13
2025-10-27,Johor,Kangkung,Sayur,2.98,3.58,4.86
2025-10-27,Johor,Bendi,Sayur,3.42,4.18,5.63
2025-10-27,Johor,Halia,Sayur,5.32,7.32,8.83
2025-10-27,Johor,Pisang Cavendish,Buah,3.03,3.68,4.75
2025-10-27,Johor,Betik,Buah,2.2,2.93,4.1
2025-10-27,Johor,Tembikai,Buah,2.0,2.49,3.07
2025-10-27,Johor,Nanas,Buah,1.95,2.65,3.33
2025-10-27,Kedah,Cili Merah,Sayur,7.4,8.94,10.57
2025-10-27,Kedah,Cili Akar,Sayur,6.94,9.64,11.4
2025-10-27,Kedah,Kobis Bulat,Sayur,2.0,2.63,3.41
2025-10-27,Kedah,Sawi Bulat,Sayur,2.17,2.68,3.61
2025-10-27,Kedah,Tomato,Sayur,4.23,5.05,6.88
2025-10-27,Kedah,Timun,Sayur,2.08,2.9,3.73
2025-10-27,Kedah,Kacang Panjang,Sayur,3.48,4.44,6.11
2025-10-27,Kedah,Terung,Sayur,4.55,5.47,6.49
2025-10-27,Kedah,Bayam,Sayur,1.96,2.37,3.22
2025-10-27,Kedah,Kangkung,Sayur,2.14,3.03,4.25
2025-10-27,Kedah,Bendi,Sayur,3.59,4.38,5.62
2025-10-27,Kedah,Halia,Sayur,5.77,6.94,8.21
2025-10-27,Kedah,Pisang Cavendish,Buah,2.32,2.82,3.72
2025-10-27,Kedah,Betik,Buah,1.66,2.24,2.8
2025-10-27,Kedah,Tembikai,Buah,1.61,1.96,2.43
2025-10-27,Kedah,Nanas,Buah,1.63,2.33,3.12
2025-10-27,Kelantan,Cili Merah,Sayur,4.04,5.59,7.42
2025-10-27,Kelantan,Cili Akar,Sayur,7.46,10.1,14.3
2025-10-27,Kelantan,Kobis Bulat,Sayur,2.49,3.12,4.16
2025-10-27,Kelantan,Sawi Bulat,Sayur,3.27,4.03,5.45
2025-10-27,Kelantan,Tomato,Sayur,2.31,3.03,4.07
2025-10-27,Kelantan,Timun,Sayur,1.79,2.53,3.3
2025-10-27,Kelantan,Kacang Panjang,Sayur,4.0,4.75,6.39
2025-10-27,Kelantan,Terung,Sayur,3.84,4.69,5.55
2025-10-27,Kelantan,Bayam,Sayur,2.12,2.64,3.75
2025-10-27,Kelantan,Kangkung,Sayur,2.56,3.06,3.98
2025-10-27,Kelantan,Bendi,Sayur,2.12,2.84,3.93
2025-10-27,Kelantan,Halia,Sayur,3.86,5.0,6.19
2025-10-27,Kelantan,Pisang Cavendish,Buah,2.1,2.95,3.49
2025-10-27,Kelantan,Betik,Buah,1.74,2.44,3.14
2025-10-27,Kelantan,Tembikai,Buah,1.38,1.69,2.05
2025-10-27,Kelantan,Nanas,Buah,1.65,2.01,2.76
2025-10-27,Melaka,Cili Merah,Sayur,6.09,8.18,11.65
2025-10-27,Melaka,Cili Akar,Sayur,7.71,9.41,11.17
2025-10-27,Melaka,Kobis Bulat,Sayur,2.37,3.31,4.14
2025-10-27,Melaka,Sawi Bulat,Sayur,2.84,3.48,4.5
2025-10-27,Melaka,Tomato,Sayur,2.43,3.15,4.16
2025-10-27,Melaka,Timun,Sayur,1.68,2.15,2.82
2025-10-27,Melaka,Kacang Panjang,Sayur,3.62,4.39,5.9
2025-10-27,Melaka,Terung,Sayur,2.65,3.7,4.8
2025-10-27,Melaka,Bayam,Sayur,2.47,3.02,3.71
2025-10-27,Melaka,Kangkung,Sayur,2.14,2.89,3.42
2025-10-27,Melaka,Bendi,Sayur,2.53,3.18,4.3
2025-10-27,Melaka,Halia,Sayur,4.44,6.26,8.15
2025-10-27,Melaka,Pisang Cavendish,Buah,2.42,3.32,4.38
2025-10-27,Melaka,Betik,Buah,1.97,2.59,3.46
2025-10-27,Melaka,Tembikai,Buah,1.23,1.63,2.25
2025-10-27,Melaka,Nanas,Buah,1.65,2.1,2.89
2025-10-27,Negeri Sembilan,Cili Merah,Sayur,5.74,7.15,9.34
2025-10-27,Negeri Sembilan,Cili Akar,Sayur,8.29,9.76,11.62
2025-10-27,Negeri Sembilan,Kobis Bulat,Sayur,2.02,2.61,3.39
2025-10-27,Negeri Sembilan,Sawi Bulat,Sayur,2.84,3.47,4.82
2025-10-27,Negeri Sembilan,Tomato,Sayur,2.87,3.79,4.77
2025-10-27,Negeri Sembilan,Timun,Sayur,2.25,2.77,3.63
2025-10-27,Negeri Sembilan,Kacang Panjang,Sayur,3.52,4.53,6.11
2025-10-27,Negeri Sembilan,Terung,Sayur,3.14,4.16,5.06
2025-10-27,Negeri Sembilan,Bayam,Sayur,2.44,3.05,3.78
2025-10-27,Negeri Sembilan,Kangkung,Sayur,1.88,2.42,3.26
2025-10-27,Negeri Sembilan,Bendi,Sayur,2.6,3.64,4.61
2025-10-27,Negeri Sembilan,Halia,Sayur,4.28,5.33,6.63
2025-10-27,Negeri Sembilan,Pisang Cavendish,Buah,2.56,3.25,3.89
2025-10-27,Negeri Sembilan,Betik,Buah,1.56,2.1,2.77
2025-10-27,Negeri Sembilan,Tembikai,Buah,1.66,2.25,2.98
2025-10-27,Negeri Sembilan,Nanas,Buah,1.61,2.26,3.2
2025-10-27,Pahang,Cili Merah,Sayur,8.49,10.48,13.26
2025-10-27,Pahang,Cili Akar,Sayur,8.42,10.64,12.54
2025-10-27,Pahang,Kobis Bulat,Sayur,3.19,3.84,4.81
2025-10-27,Pahang,Sawi Bulat,Sayur,3.13,4.46,5.66
2025-10-27,Pahang,Tomato,Sayur,2.55,3.07,4.17
2025-10-27,Pahang,Timun,Sayur,2.07,2.68,3.6
2025-10-27,Pahang,Kacang Panjang,Sayur,4.09,4.92,6.24
2025-10-27,Pahang,Terung,Sayur,3.46,4.27,5.94
2025-10-27,Pahang,Bayam,Sayur,1.87,2.65,3.58
2025-10-27,Pahang,Kangkung,Sayur,3.07,3.64,4.3
2025-10-27,Pahang,Bendi,Sayur,2.53,3.44,4.65
2025-10-27,Pahang,Halia,Sayur,3.55,4.34,6.12
2025-10-27,Pahang,Pisang Cavendish,Buah,2.93,3.49,4.47
2025-10-27,Pahang,Betik,Buah,1.5,1.95,2.79
2025-10-27,Pahang,Tembikai,Buah,1.85,2.4,3.2
2025-10-27,Pahang,Nanas,Buah,1.81,2.37,3.16
2025-10-27,Perak,Cili Merah,Sayur,5.31,7.03,8.77
2025-10-27,Perak,Cili Akar,Sayur,9.7,11.97,15.43
2025-10-27,Perak,Kobis Bulat,Sayur,2.89,3.55,4.51
2025-10-27,Perak,Sawi Bulat,Sayur,3.45,4.11,5.22
2025-10-27,Perak,Tomato,Sayur,3.04,4.14,5.25
2025-10-27,Perak,Timun,Sayur,1.52,1.94,2.39
2025-10-27,Perak,Kacang Panjang,Sayur,3.21,4.4,6.27
2025-10-27,Perak,Terung,Sayur,3.81,4.95,6.67
2025-10-27,Perak,Bayam,Sayur,2.67,3.57,4.45
2025-10-27,Perak,Kangkung,Sayur,1.84,2.37,3.13
2025-10-27,Perak,Bendi,Sayur,3.61,5.1,6.16
2025-10-27,Perak,Halia,Sayur,3.25,4.58,6.36
2025-10-27,Perak,Pisang Cavendish,Buah,2.22,2.62,3.66
2025-10-27,Perak,Betik,Buah,2.33,3.07,3.65
2025-10-27,Perak,Tembikai,Buah,1.81,2.32,3.19
2025-10-27,Perak,Nanas,Buah,1.95,2.47,2.99
2025-10-27,Perlis,Cili Merah,Sayur,4.51,5.72,7.51
2025-10-27,Perlis,Cili Akar,Sayur,9.52,11.86,14.32
2025-10-27,Perlis,Kobis Bulat,Sayur,2.93,3.68,4.38
2025-10-27,Perlis,Sawi Bulat,Sayur,1.99,2.36,2.79
2025-10-27,Perlis,Tomato,Sayur,2.78,3.39,4.68
2025-10-27,Perlis,Timun,Sayur,1.5,2.13,2.69
2025-10-27,Perlis,Kacang Panjang,Sayur,4.06,5.32,6.33
2025-10-27,Perlis,Terung,Sayur,2.82,3.77,5.15
2025-10-27,Perlis,Bayam,Sayur,1.98,2.46,3.22
2025-10-27,Perlis,Kangkung,Sayur,2.36,2.85,4.02
2025-10-27,Perlis,Bendi,Sayur,2.58,3.15,3.73
2025-10-27,Perlis,Halia,Sayur,4.54,5.35,6.57
2025-10-27,Perlis,Pisang Cavendish,Buah,2.72,3.3,3.97
2025-10-27,Perlis,Betik,Buah,1.5,1.92,2.61
2025-10-27,Perlis,Tembikai,Buah,1.4,1.99,2.74
2025-10-27,Perlis,Nanas,Buah,2.02,2.54,3.29
2025-10-27,Pulau Pinang,Cili Merah,Sayur,8.27,10.42,13.12
2025-10-27,Pulau Pinang,Cili Akar,Sayur,10.23,12.28,15.68
2025-10-27,Pulau Pinang,Kobis Bulat,Sayur,2.0,2.78,3.93
2025-10-27,Pulau Pinang,Sawi Bulat,Sayur,2.55,3.09,4.35
2025-10-27,Pulau Pinang,Tomato,Sayur,3.96,5.47,6.85
2025-10-27,Pulau Pinang,Timun,Sayur,1.58,2.14,2.93
2025-10-27,Pulau Pinang,Kacang Panjang,Sayur,3.34,3.96,5.27
2025-10-27,Pulau Pinang,Terung,Sayur,2.76,3.75,5.08
2025-10-27,Pulau Pinang,Bayam,Sayur,2.07,2.83,3.46
2025-10-27,Pulau Pinang,Kangkung,Sayur,2.6,3.34,4.16
2025-10-27,Pulau Pinang,Bendi,Sayur,4.46,5.28,6.65
2025-10-27,Pulau Pinang,Halia,Sayur,3.65,4.82,6.68
2025-10-27,Pulau Pinang,Pisang Cavendish,Buah,2.15,3.03,3.71
2025-10-27,Pulau Pinang,Betik,Buah,1.78,2.5,3.47
2025-10-27,Pulau Pinang,Tembikai,Buah,2.07,2.57,3.04
2025-10-27,Pulau Pinang,Nanas,Buah,1.54,2.1,2.78
2025-10-27,Sabah,Cili Merah,Sayur,5.21,6.67,8.93
2025-10-27,Sabah,Cili Akar,Sayur,8.0,9.98,13.07
2025-10-27,Sabah,Kobis Bulat,Sayur,1.72,2.21,3.11
2025-10-27,Sabah,Sawi Bulat,Sayur,2.99,3.83,5.03
2025-10-27,Sabah,Tomato,Sayur,2.17,2.96,4.01
2025-10-27,Sabah,Timun,Sayur,2.12,2.59,3.12
2025-10-27,Sabah,Kacang Panjang,Sayur,3.95,4.91,6.33
2025-10-27,Sabah,Terung,Sayur,3.11,3.68,5.25
2025-10-27,Sabah,Bayam,Sayur,1.58,2.25,3.0
2025-10-27,Sabah,Kangkung,Sayur,1.86,2.25,2.93
2025-10-27,Sabah,Bendi,Sayur,3.41,4.1,5.78
2025-10-27,Sabah,Halia,Sayur,4.09,5.44,7.03
2025-10-27,Sabah,Pisang Cavendish,Buah,2.65,3.37,4.43
2025-10-27,Sabah,Betik,Buah,1.94,2.29,3.0
2025-10-27,Sabah,Tembikai,Buah,1.76,2.18,2.9
2025-10-27,Sabah,Nanas,Buah,1.81,2.53,3.01
2025-10-27,Sarawak,Cili Merah,Sayur,6.75,8.22,11.35
2025-10-27,Sarawak,Cili Akar,Sayur,10.49,12.87,15.76
2025-10-27,Sarawak,Kobis Bulat,Sayur,2.05,2.5,3.5
2025-10-27,Sarawak,Sawi Bulat,Sayur,3.33,4.05,5.1
2025-10-27,Sarawak,Tomato,Sayur,3.36,4.47,6.16
2025-10-27,Sarawak,Timun,Sayur,1.99,2.74,3.26
2025-10-27,Sarawak,Kacang Panjang,Sayur,4.52,5.59,7.29
2025-10-27,Sarawak,Terung,Sayur,3.06,3.87,5.11
2025-10-27,Sarawak,Bayam,Sayur,2.47,3.15,4.37
2025-10-27,Sarawak,Kangkung,Sayur,2.18,2.82,3.53
2025-10-27,Sarawak,Bendi,Sayur,3.67,4.52,5.46
2025-10-27,Sarawak,Halia,Sayur,4.42,6.2,7.9
2025-10-27,Sarawak,Pisang Cavendish,Buah,2.44,3.43,4.59
2025-10-27,Sarawak,Betik,Buah,2.07,2.53,3.45
2025-10-27,Sarawak,Tembikai,Buah,1.64,2.0,2.42
2025-10-27,Sarawak,Nanas,Buah,2.0,2.42,3.39
2025-10-27,Selangor,Cili Merah,Sayur,8.42,11.61,14.37
2025-10-27,Selangor,Cili Akar,Sayur,10.62,12.5,16.62
2025-10-27,Selangor,Kobis Bulat,Sayur,3.27,4.29,5.4
2025-10-27,Selangor,Sawi Bulat,Sayur,2.37,3.18,3.98
2025-10-27,Selangor,Tomato,Sayur,3.7,4.74,5.99
2025-10-27,Selangor,Timun,Sayur,2.85,3.41,4.23
2025-10-27,Selangor,Kacang Panjang,Sayur,3.7,4.62,6.03
2025-10-27,Selangor,Terung,Sayur,5.28,6.41,7.89
2025-10-27,Selangor,Bayam,Sayur,1.96,2.69,3.47
2025-10-27,Selangor,Kangkung,Sayur,2.72,3.2,3.8
2025-10-27,Selangor,Bendi,Sayur,3.7,4.73,6.71
2025-10-27,Selangor,Halia,Sayur,4.2,5.03,6.57
2025-10-27,Selangor,Pisang Cavendish,Buah,2.75,3.72,4.58
2025-10-27,Selangor,Betik,Buah,1.93,2.34,3.23
2025-10-27,Selangor,Tembikai,Buah,1.73,2.27,2.69
2025-10-27,Selangor,Nanas,Buah,2.39,3.1,3.95
2025-10-27,Terengganu,Cili Merah,Sayur,6.7,8.56,10.37
2025-10-27,Terengganu,Cili Akar,Sayur,7.85,10.78,13.78
2025-10-27,Terengganu,Kobis Bulat,Sayur,2.29,2.95,3.88
2025-10-27,Terengganu,Sawi Bulat,Sayur,2.49,3.24,4.41
2025-10-27,Terengganu,Tomato,Sayur,2.23,2.72,3.63
2025-10-27,Terengganu,Timun,Sayur,1.3,1.79,2.15
2025-10-27,Terengganu,Kacang Panjang,Sayur,3.56,5.06,6.77
2025-10-27,Terengganu,Terung,Sayur,3.76,4.71,6.22
2025-10-27,Terengganu,Bayam,Sayur,2.22,3.11,4.04
2025-10-27,Terengganu,Kangkung,Sayur,2.28,2.77,3.38
2025-10-27,Terengganu,Bendi,Sayur,2.99,4.08,4.82
2025-10-27,Terengganu,Halia,Sayur,3.21,4.54,5.94
2025-10-27,Terengganu,Pisang Cavendish,Buah,2.24,2.65,3.73
2025-10-27,Terengganu,Betik,Buah,1.52,1.85,2.62
2025-10-27,Terengganu,Tembikai,Buah,1.53,2.08,2.5
2025-10-27,Terengganu,Nanas,Buah,2.12,2.63,3.36
2025-10-27,W.P. Kuala Lumpur,Cili Merah,Sayur,10.08,12.41,14.78
2025-10-27,W.P. Kuala Lumpur,Cili Akar,Sayur,9.75,12.7,17.15
2025-10-27,W.P. Kuala Lumpur,Kobis Bulat,Sayur,2.7,3.31,4.51
2025-10-27,W.P. Kuala Lumpur,Sawi Bulat,Sayur,2.96,3.66,5.1
2025-10-27,W.P. Kuala Lumpur,Tomato,Sayur,3.11,3.96,5.13
2025-10-27,W.P. Kuala Lumpur,Timun,Sayur,2.5,3.26,4.01
2025-10-27,W.P. Kuala Lumpur,Kacang Panjang,Sayur,4.63,6.56,7.97
2025-10-27,W.P. Kuala Lumpur,Terung,Sayur,3.37,4.81,5.85
2025-10-27,W.P. Kuala Lumpur,Bayam,Sayur,2.58,3.3,4.68
2025-10-27,W.P. Kuala Lumpur,Kangkung,Sayur,2.41,3.36,4.56
2025-10-27,W.P. Kuala Lumpur,Bendi,Sayur,4.03,5.72,7.3
2025-10-27,W.P. Kuala Lumpur,Halia,Sayur,4.87,6.18,8.25
2025-10-27,W.P. Kuala Lumpur,Pisang Cavendish,Buah,2.44,3.3,4.37
2025-10-27,W.P. Kuala Lumpur,Betik,Buah,2.3,3.02,3.88
2025-10-27,W.P. Kuala Lumpur,Tembikai,Buah,1.59,2.23,2.71
2025-10-27,W.P. Kuala Lumpur,Nanas,Buah,1.95,2.47,3.19
2025-10-28,Johor,Cili Merah,Sayur,8.86,10.66,14.28
2025-10-28,Johor,Cili Akar,Sayur,7.52,9.61,13.7
2025-10-28,Johor,Kobis Bulat,Sayur,2.31,3.29,4.22
2025-10-28,Johor,Sawi Bulat,Sayur,2.66,3.7,4.48
2025-10-28,Johor,Tomato,Sayur,5.07,6.05,7.45
2025-10-28,Johor,Timun,Sayur,1.98,2.51,3.53
2025-10-28,Johor,Kacang Panjang,Sayur,4.03,5.5,7.08
2025-10-28,Johor,Terung,Sayur,4.12,5.37,6.75
2025-10-28,Johor,Bayam,Sayur,2.71,3.26,4.08
2025-10-28,Johor,Kangkung,Sayur,2.77,3.6,4.62
2025-10-28,Johor,Bendi,Sayur,4.56,5.59,6.68
2025-10-28,Johor,Halia,Sayur,3.64,4.74,6.39
2025-10-28,Johor,Pisang Cavendish,Buah,3.29,4.13,4.92
2025-10-28,Johor,Betik,Buah,2.2,2.87,3.67
2025-10-28,Johor,Tembikai,Buah,2.07,2.58,3.61
2025-10-28,Johor,Nanas,Buah,2.3,2.86,3.61
2025-10-28,Kedah,Cili Merah,Sayur,8.28,10.06,12.55
2025-10-28,Kedah,Cili Akar,Sayur,8.42,10.71,13.77
2025-10-28,Kedah,Kobis Bulat,Sayur,2.1,2.78,3.79
2025-10-28,Kedah,Sawi Bulat,Sayur,2.69,3.82,5.43
2025-10-28,Kedah,Tomato,Sayur,2.34,2.87,4.1
2025-10-28,Kedah,Timun,Sayur,1.67,2.31,3.15
2025-10-28,Kedah,Kacang Panjang,Sayur,4.45,5.7,6.92
2025-10-28,Kedah,Terung,Sayur,4.01,4.89,6.84
2025-10-28,Kedah,Bayam,Sayur,2.79,3.41,4.31
2025-10-28,Kedah,Kangkung,Sayur,3.02,3.67,4.63
2025-10-28,Kedah,Bendi,Sayur,2.8,3.54,4.68
2025-10-28,Kedah,Halia,Sayur,3.38,4.35,5.42
2025-10-28,Kedah,Pisang Cavendish,Buah,2.41,3.04,4.07
2025-10-28,Kedah,Betik,Buah,1.69,2.13,2.71
2025-10-28,Kedah,Tembikai,Buah,1.56,1.93,2.48
2025-10-28,Kedah,Nanas,Buah,2.27,2.81,3.63
2025-10-28,Kelantan,Cili Merah,Sayur,6.83,8.3,10.06
2025-10-28,Kelantan,Cili Akar,Sayur,5.86,6.94,9.76
2025-10-28,Kelantan,Kobis Bulat,Sayur,1.96,2.61,3.34
2025-10-28,Kelantan,Sawi Bulat,Sayur,2.3,3.06,4.06
2025-10-28,Kelantan,Tomato,Sayur,1.9,2.61,3.49
2025-10-28,Kelantan,Timun,Sayur,1.83,2.26,2.68
2025-10-28,Kelantan,Kacang Panjang,Sayur,4.33,5.74,6.79
2025-10-28,Kelantan,Terung,Sayur,3.79,5.23,6.21
2025-10-28,Kelantan,Bayam,Sayur,1.86,2.36,3.17
2025-10-28,Kelantan,Kangkung,Sayur,2.54,3.45,4.17
2025-10-28,Kelantan,Bendi,Sayur,2.63,3.69,5.18
2025-10-28,Kelantan,Halia,Sayur,3.03,4.22,5.38
2025-10-28,Kelantan,Pisang Cavendish,Buah,2.61,3.3,3.91
2025-10-28,Kelantan,Betik,Buah,1.74,2.23,3.18
2025-10-28,Kelantan,Tembikai,Buah,1.58,2.1,2.95
2025-10-28,Kelantan,Nanas,Buah,1.91,2.59,3.31
2025-10-28,Melaka,Cili Merah,Sayur,5.01,6.81,9.17
2025-10-28,Melaka,Cili Akar,Sayur,9.22,12.51,16.17
2025-10-28,Melaka,Kobis Bulat,Sayur,2.23,2.98,4.12
2025-10-28,Melaka,Sawi Bulat,Sayur,3.09,3.98,5.59
2025-10-28,Melaka,Tomato,Sayur,3.7,4.69,6.01
2025-10-28,Melaka,Timun,Sayur,2.21,2.89,3.93
2025-10-28,Melaka,Kacang Panjang,Sayur,2.86,4.03,4.9
2025-10-28,Melaka,Terung,Sayur,4.14,5.45,7.0
2025-10-28,Melaka,Bayam,Sayur,2.13,2.66,3.48
2025-10-28,Melaka,Kangkung,Sayur,1.74,2.29,2.99
2025-10-28,Melaka,Bendi,Sayur,3.76,4.95,5.9
2025-10-28,Melaka,Halia,Sayur,4.9,5.86,7.47
2025-10-28,Melaka,Pisang Cavendish,Buah,2.52,3.48,4.17
2025-10-28,Melaka,Betik,Buah,1.66,2.27,2.94
2025-10-28,Melaka,Tembikai,Buah,1.71,2.33,2.97
2025-10-28,Melaka,Nanas,Buah,2.3,2.9,3.48
2025-10-28,Negeri Sembilan,Cili Merah,Sayur,4.97,7.0,9.54
2025-10-28,Negeri Sembilan,Cili Akar,Sayur,8.06,9.82,13.36
2025-10-28,Negeri Sembilan,Kobis Bulat,Sayur,1.8,2.42,3.2
2025-10-28,Negeri Sembilan,Sawi Bulat,Sayur,3.51,4.41,5.56
2025-10-28,Negeri Sembilan,Tomato,Sayur,2.94,3.69,4.8
2025-10-28,Negeri Sembilan,Timun,Sayur,1.59,2.22,2.94
2025-10-28,Negeri Sembilan,Kacang Panjang,Sayur,3.27,4.61,6.17
2025-10-28,Negeri Sembilan,Terung,Sayur,3.63,4.65,6.14
2025-10-28,Negeri Sembilan,Bayam,Sayur,1.76,2.27,3.24
2025-10-28,Negeri Sembilan,Kangkung,Sayur,2.11,2.95,3.59
2025-10-28,Negeri Sembilan,Bendi,Sayur,2.78,3.67,4.37
2025-10-28,Negeri Sembilan,Halia,Sayur,4.65,5.84,8.2
2025-10-28,Negeri Sembilan,Pisang Cavendish,Buah,2.28,2.92,3.65
2025-10-28,Negeri Sembilan,Betik,Buah,2.06,2.61,3.35
2025-10-28,Negeri Sembilan,Tembikai,Buah,1.55,2.18,2.8
2025-10-28,Negeri Sembilan,Nanas,Buah,2.11,2.85,3.41
2025-10-28,Pahang,Cili Merah,Sayur,7.69,10.1,13.01
2025-10-28,Pahang,Cili Akar,Sayur,7.47,10.14,14.26
2025-10-28,Pahang,Kobis Bulat,Sayur,2.44,2.93,3.5
2025-10-28,Pahang,Sawi Bulat,Sayur,2.87,3.73,4.67
2025-10-28,Pahang,Tomato,Sayur,2.63,3.59,4.43
2025-10-28,Pahang,Timun,Sayur,2.04,2.78,3.39
2025-10-28,Pahang,Kacang Panjang,Sayur,4.55,6.18,7.45
2025-10-28,Pahang,Terung,Sayur,4.08,5.05,6.01
2025-10-28,Pahang,Bayam,Sayur,2.53,3.17,4.13
2025-10-28,Pahang,Kangkung,Sayur,2.25,3.16,4.09
2025-10-28,Pahang,Bendi,Sayur,2.9,3.53,5.04
2025-10-28,Pahang,Halia,Sayur,4.33,5.67,6.67
2025-10-28,Pahang,Pisang Cavendish,Buah,2.72,3.65,4.44
2025-10-28,Pahang,Betik,Buah,1.65,2.35,2.82
2025-10-28,Pahang,Tembikai,Buah,1.8,2.35,3.07
2025-10-28,Pahang,Nanas,Buah,1.43,1.99,2.76
2025-10-28,Perak,Cili Merah,Sayur,6.79,8.07,9.88
2025-10-28,Perak,Cili Akar,Sayur,9.54,11.44,15.19
2025-10-28,Perak,Kobis Bulat,Sayur,2.05,2.49,3.13
2025-10-28,Perak,Sawi Bulat,Sayur,3.7,4.41,5.76
2025-10-28,Perak,Tomato,Sayur,2.64,3.21,4.58
2025-10-28,Perak,Timun,Sayur,1.98,2.81,3.61
2025-10-28,Perak,Kacang Panjang,Sayur,3.94,4.66,6.53
2025-10-28,Perak,Terung,Sayur,2.47,3.44,4.8
2025-10-28,Perak,Bayam,Sayur,2.03,2.62,3.51
2025-10-28,Perak,Kangkung,Sayur,2.86,3.71,4.38
2025-10-28,Perak,Bendi,Sayur,3.3,4.54,5.81
2025-10-28,Perak,Halia,Sayur,4.47,6.26,8.22
2025-10-28,Perak,Pisang Cavendish,Buah,2.67,3.27,3.85
2025-10-28,Perak,Betik,Buah,2.07,2.85,3.65
2025-10-28,Perak,Tembikai,Buah,1.74,2.38,3.14
2025-10-28,Perak,Nanas,Buah,2.24,2.78,3.52
2025-10-28,Perlis,Cili Merah,Sayur,4.56,6.05,8.04
2025-10-28,Perlis,Cili Akar,Sayur,9.1,10.99,12.95
2025-10-28,Perlis,Kobis Bulat,Sayur,2.23,2.7,3.85
2025-10-28,Perlis,Sawi Bulat,Sayur,2.8,3.35,4.57
2025-10-28,Perlis,Tomato,Sayur,2.7,3.67,4.65
2025-10-28,Perlis,Timun,Sayur,2.22,3.03,3.63
2025-10-28,Perlis,Kacang Panjang,Sayur,3.61,4.44,5.82
2025-10-28,Perlis,Terung,Sayur,4.22,5.12,6.28
2025-10-28,Perlis,Bayam,Sayur,2.23,2.99,4.08
2025-10-28,Perlis,Kangkung,Sayur,1.46,1.95,2.44
2025-10-28,Perlis,Bendi,Sayur,3.46,4.79,5.64
2025-10-28,Perlis,Halia,Sayur,3.29,4.16,5.07
2025-10-28,Perlis,Pisang Cavendish,Buah,2.06,2.8,3.5
2025-10-28,Perlis,Betik,Buah,1.6,1.9,2.65
2025-10-28,Perlis,Tembikai,Buah,1.82,2.46,2.93
2025-10-28,Perlis,Nanas,Buah,1.91,2.44,3.1
2025-10-28,Pulau Pinang,Cili Merah,Sayur,7.45,10.41,12.48
2025-10-28,Pulau Pinang,Cili Akar,Sayur,8.09,11.01,14.92
2025-10-28,Pulau Pinang,Kobis Bulat,Sayur,1.85,2.28,3.22
2025-10-28,Pulau Pinang,Sawi Bulat,Sayur,2.83,3.74,4.87
2025-10-28,Pulau Pinang,Tomato,Sayur,3.28,4.36,6.0
2025-10-28,Pulau Pinang,Timun,Sayur,2.51,3.13,3.75
2025-10-28,Pulau Pinang,Kacang Panjang,Sayur,4.07,5.23,7.04
2025-10-28,Pulau Pinang,Terung,Sayur,4.5,5.78,7.03
2025-10-28,Pulau Pinang,Bayam,Sayur,1.98,2.71,3.58
2025-10-28,Pulau Pinang,Kangkung,Sayur,2.38,2.9,3.69
2025-10-28,Pulau Pinang,Bendi,Sayur,2.85,3.39,4.78
2025-10-28,Pulau Pinang,Halia,Sayur,4.6,5.78,8.04
2025-10-28,Pulau Pinang,Pisang Cavendish,Buah,2.29,3.14,4.36
2025-10-28,Pulau Pinang,Betik,Buah,1.98,2.65,3.27
2025-10-28,Pulau Pinang,Tembikai,Buah,1.75,2.28,2.71
2025-10-28,Pulau Pinang,Nanas,Buah,2.22,3.11,3.67
2025-10-28,Sabah,Cili Merah,Sayur,8.2,9.88,13.09
2025-10-28,Sabah,Cili Akar,Sayur,10.58,12.88,15.29
2025-10-28,Sabah,Kobis Bulat,Sayur,2.07,2.57,3.3
2025-10-28,Sabah,Sawi Bulat,Sayur,2.33,3.19,4.17
2025-10-28,Sabah,Tomato,Sayur,3.09,4.19,5.54
2025-10-28,Sabah,Timun,Sayur,1.83,2.36,2.82
2025-10-28,Sabah,Kacang Panjang,Sayur,2.84,3.94,5.21
2025-10-28,Sabah,Terung,Sayur,3.23,4.24,5.14
2025-10-28,Sabah,Bayam,Sayur,2.37,2.94,3.69
2025-10-28,Sabah,Kangkung,Sayur,2.51,3.26,4.59
2025-10-28,Sabah,Bendi,Sayur,2.39,3.31,4.31
2025-10-28,Sabah,Halia,Sayur,3.75,5.34,7.52
2025-10-28,Sabah,Pisang Cavendish,Buah,2.15,3.0,3.96
2025-10-28,Sabah,Betik,Buah,2.01,2.56,3.07
2025-10-28,Sabah,Tembikai,Buah,1.42,1.91,2.66
2025-10-28,Sabah,Nanas,Buah,1.74,2.26,3.07
2025-10-28,Sarawak,Cili Merah,Sayur,7.43,10.04,12.55
2025-10-28,Sarawak,Cili Akar,Sayur,7.35,9.82,13.21
2025-10-28,Sarawak,Kobis Bulat,Sayur,2.87,3.39,4.01
2025-10-28,Sarawak,Sawi Bulat,Sayur,2.8,3.63,4.76
2025-10-28,Sarawak,Tomato,Sayur,3.36,4.67,5.6
2025-10-28,Sarawak,Timun,Sayur,1.68,2.38,3.28
2025-10-28,Sarawak,Kacang Panjang,Sayur,2.97,4.01,5.17
2025-10-28,Sarawak,Terung,Sayur,3.86,5.04,6.4
